,Name,StandardSmiles
337,Cyproheptadine,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
338,Nitric Oxide,[N]=O
339,Bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
340,Allopurinol,O=c1[nH]cnc2[nH]ncc12
342,Cerivastatin,COCc1c(-c2ccc(F)cc2)c(=CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc1=C(C)C
343,Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
344,Gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
345,Entecavir,C=C1C(n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO
346,Betamethasone,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
349,Chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
350,Loracarbef,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1
351,Lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
352,Dipivefrin,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
353,Droperidol,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
354,Levothyroxine,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
356,Clomocycline,CN(C)C1C(=O)C(C(=O)NCO)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
357,Meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
358,Loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
359,Cefalotin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)[C@H]2SC1
360,Prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
361,Imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21
362,Acitretin,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
363,Verteporfin,C=c1c(C=CC(=O)O)c2[nH]c1=CC1=NC(=Cc3[nH]c(c(CC)c3C)C=c3[nH]c(c(CCC(=O)OC)c3C)=C2)C2=CC=C(C(=O)OC)C(C(=O)OC)[C@]21C
364,Nabumetone,COc1ccc2cc(CCC(C)=O)ccc2c1
365,Metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O
366,Sodium tetradecyl sulfate,CCCCCCCCCCCCCCOS(=O)(=O)O
367,Ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
368,Picrotoxin,CC(C)(O)[C@H]1C2C(=O)O[C@@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C
369,Enoxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
370,Quinine,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
371,Tenoxicam,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O
372,Dronabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
374,Fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
375,Hexylcaine,CC(CNC1CCCCC1)OC(=O)c1ccccc1
376,Methohexital,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
377,Chlordiazepoxide,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1
378,Duloxetine,CNCCC(Oc1cccc2ccccc12)c1cccs1
379,Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
380,Rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2
382,Lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
383,Raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
384,Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
386,Brimonidine,Brc1c(NC2=NCCN2)ccc2nccnc12
387,Dicloxacillin,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12
388,Nabilone,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21
389,Pefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
390,Altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1
391,Sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
392,Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
393,Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
395,Cefotaxime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1
398,Darifenacin,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1
399,Oxycodone,COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
401,Flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
402,Tolmetin,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
403,Cimetidine,CN=C(NC#N)NCCSCc1[nH]cnc1C
404,Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
406,Levallorphan,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
407,Tridihexethyl,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
408,Nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
409,Triflupromazine,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
410,Dextrothyroxine,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
413,Aminocaproic acid,CCCCC(N)C(=O)O
414,Dextromethorphan,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
415,Cisplatin,N
416,Bentoquatam,O=[Si]=O
417,Anisotropine methylbromide,CCCC(CCC)C(=O)OC1C[C@H]2CC[C@@H](C1)[N+]2(C)C
418,Albendazole,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
419,Trandolapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@H]2CCCC[C@@H]21
421,Carteolol,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
422,Bentiromide,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
423,Alitretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
424,Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
425,Tolnaftate,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
426,Oxaliplatin,NC1CCCCC1N
427,Cinchocaine,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
429,Foscarnet,O=C(O)P(=O)(O)O
430,Erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
431,Cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1
432,Mephenytoin,CCC1(c2ccccc2)NC(=O)N(C)C1=O
433,Rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
434,Chlormerodrin,COC(C[Hg+])CNC(N)=O
435,Cefdinir,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)[C@H]2SC1
436,Guanidine,N=C(N)N
437,Ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
439,Toremifene,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
442,Benazepril,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O
443,Amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
444,Fluorouracil,O=c1[nH]cc(F)c(=O)[nH]1
445,Pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1
446,Adinazolam,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
447,Desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C(=O)CO
448,Azelaic acid,O=C(O)CCCCCCCC(=O)O
450,Propylthiouracil,CCCn1c(=O)cc[nH]c1=S
451,Acetohydroxamic acid,CC(O)=NO
452,Pentostatin,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
453,Methoxsalen,COc1c2occc2cc2ccc(=O)oc12
454,Piroxicam,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O
455,Lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
456,Perflutren,FC(F)(F)C(F)(F)C(F)(F)F
457,Hydroxyzine,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
458,Zanamivir,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N
459,Bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
461,Doxapram,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
462,Benzthiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
463,Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
464,Carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21
466,Succimer,O=C(O)C(S)C(S)C(=O)O
467,Cephalexin,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)[C@H]2SC1
468,Cinnarizine,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1
471,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12
472,Atropine,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
473,Fenoprofen,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
474,Fenfluramine,CCNC(C)Cc1cccc(C(F)(F)F)c1
475,Clonidine,Clc1cccc(Cl)c1NC1=NCCN1
476,Sulfamethizole,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
477,Valaciclovir,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
478,Carbenicillin,CC1(C)S[C@@H]2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O
479,Mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
480,Valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
482,Voriconazole,CC(c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
483,Levocarnitine,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
484,Enalapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O
485,Nizatidine,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
486,Diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
487,Cinalukast,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O
488,Fluticasone propionate,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
489,Lisuride,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
490,Doxazosin,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
491,Fluocinolone acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
492,Piperazine,C1CNCCN1
493,Ethosuximide,CCC1(C)CC(=O)NC1=O
494,Amiloride,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
495,Oxytetracycline,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
496,Ulobetasol,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
497,Gadoteridol,CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1
498,Labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
499,Thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
500,Monobenzone,Oc1ccc(OCc2ccccc2)cc1
501,Linezolid,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
503,Medroxyprogesterone acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
504,Cisapride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
505,Sulindac,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1
506,Cyclothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
507,Nafcillin,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12
508,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
509,Ethionamide,CCc1cc(C(N)=S)ccn1
510,Metaraminol,C[C@H](N)[C@H](O)c1cccc(O)c1
511,Butorphanol,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
512,Bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
514,Furazolidone,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
516,Candoxatril,COCCOCC(CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2
517,Paramethadione,CCC1(C)OC(=O)N(C)C1=O
518,Demeclocycline,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
519,Imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
520,Triamcinolone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
521,Oxandrolone,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
522,Nicardipine,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
523,Fluphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
524,Testosterone,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
525,Efavirenz,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
527,Niacin,O=C(O)c1cccnc1
528,Clorazepic acid,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
529,Guanabenz,N=C(N)N/N=C/c1c(Cl)cccc1Cl
530,Alendronic acid,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
531,Clofarabine,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
532,Docosanol,CCCCCCCCCCCCCCCCCCCCCCO
533,Dexmedetomidine,Cc1cccc([C@H](C)c2c[nH]cn2)c1C
534,Sulfacetamide,CC(=O)NS(=O)(=O)c1ccc(N)cc1
535,Prednisone,C[C@]12C=CC(=O)C=C1CC[C@@H]1C2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
536,Clofibrate,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
537,Astemizole,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
539,Butoconazole,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
540,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
541,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
542,Pemetrexed,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
543,Mebendazole,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
545,Dyclonine,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
547,Dextropropoxyphene,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C
548,Mitotane,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
549,Stavudine,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
550,Leucovorin,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
551,Dyphylline,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
552,Pentazocine,C1=CN=NN=NN=C1
553,Magnesium sulfate,O=S(=O)(O)O
554,Latanoprost,CC(C)OC(=O)CCC/C=C/C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
555,Estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
556,Trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
557,Mecamylamine,CNC1(C)C2CCC(C2)C1(C)C
558,Sevelamer,C=CCN
559,Acamprosate,CC(=O)NCCCS(=O)(=O)O
560,Metaxalone,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
561,Verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
562,Trimethobenzamide,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
563,Flumethasone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
564,Sulfametopyrazine,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
565,Nilutamide,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
568,Sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
569,Pirenzepine,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
570,Cefixime,C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)[C@H]2SC1
571,Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
572,Aprepitant,C[C@@H](O[C@@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
573,Galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
574,Tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
575,Benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1
576,Isoflurophate,CC(C)OP(=O)(F)OC(C)C
577,Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
578,Thioridazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
579,Moricizine,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
581,Warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
582,Midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
584,Trovafloxacin,NC1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12
586,Fludrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
587,Mycophenolate mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
588,Cephaloglycin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)[C@H]2SC1
589,Flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
590,Moexipril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O
591,Phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
592,Fluorescein,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
594,Furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
595,Ergotamine,CN1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
596,Tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1
597,Nitrofurantoin,O=c1[nH]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1
599,Eplerenone,COC(=O)C1C=C2CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
600,Amprenavir,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
602,Methazolamide,CC(=O)N=c1sc(S(N)(=O)=O)nn1C
603,Naltrexone,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5
604,Delavirdine,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
605,Tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
607,Sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
608,Lamivudine,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
609,Ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
610,Diethylcarbamazine,CCN(CC)C(=O)N1CCN(C)CC1
611,Flurbiprofen,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
612,Oxacillin,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12
614,Paroxetine,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
615,Nedocromil,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
616,Norethisterone,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21C
618,Azatadine,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
619,Clodronic acid,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O
620,Procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1
621,Lisinopril,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
622,Methoxamine,COc1ccc(OC)c(C(O)C(C)N)c1
623,Imiquimod,CC(C)Cn1cnc2c(N)nc3ccccc3c21
624,Homatropine methylbromide,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
625,Trimipramine,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
626,Nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
627,Rocuronium,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1
628,Thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1
629,Nateglinide,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
632,Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
633,Naftifine,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
634,Esomeprazole,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
635,Meclizine,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
636,Pentamidine,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
637,Hetacillin,CC1(C)S[C@@H]2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O
638,Riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1
639,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
640,Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
642,Zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O
643,Modafinil,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
645,Scopolamine,CN1[C@@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
646,Carbinoxamine,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
647,Etodolac,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
648,Prilocaine,CCCNC(C)C(=O)Nc1ccccc1C
649,Epinastine,NC1=NCC2c3ccccc3Cc3ccccc3N12
650,Tranylcypromine,N[C@@H]1C[C@H]1c1ccccc1
651,Isoflurane,FC(F)OC(Cl)C(F)(F)F
652,Ethotoin,CCn1c(O)c(-c2ccccc2)[nH]c1=O
653,Tretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
